"Numero.Coleccion","Fecha.prueba","Viables","Sin.tincion","Vacias","Infestadas","Fecha.coleccion","Longitud.gd","Latitud.gd","Altitud.m","Longitud.tallo.cm","Dias.entre.colecta.y.prueba","grupo.fenotipico"
"463","1-sep-23",0,0,50,0,"12-jul-22",-74.17921,4.20522,3555,92,416,"Espeletia.complejo.sinbracteas"
"464","1-sep-23",1,0,49,0,"12-jul-22",-74.18017,4.20455,3607,137,416,"Espeletia.complejo.sinbracteas"
"465","1-sep-23",0,0,50,0,"12-jul-22",-74.17656,4.20586,3592,157,416,"Espeletia.complejo.sinbracteas"
"467","1-sep-23",0,6,40,0,"12-jul-22",-74.17592,4.21059,3542,31,416,"Espeletia.argentea"
"468","1-sep-23",4,4,42,0,"12-jul-22",-74.17557,4.21219,3529,120,416,"Espeletia.complejo.sinbracteas"
"469","1-sep-23",2,0,48,0,"12-jul-22",-74.17593,4.21372,3537,125,416,"Espeletia.complejo.sinbracteas"
"470","1-sep-23",8,2,40,0,"12-jul-22",-74.17535,4.21478,3507,113,416,"Espeletia.complejo.sinbracteas"
"471","1-sep-23",8,1,41,0,"13-jul-22",-74.18975,4.29259,3839,141,415,"Espeletia.killipii"
"474","1-sep-23",20,2,28,0,"13-jul-22",-74.18128,4.29521,3755,14,415,"Espeletia.complejo.sinbracteas"
"477","1-sep-23",3,12,35,0,"13-jul-22",-74.17194,4.28864,3731,67,415,"Espeletia.killipii"
"478","1-sep-23",1,15,34,0,"13-jul-22",-74.17492,4.28383,3756,75,415,"Espeletia.killipii"
"479","1-sep-23",4,6,10,0,"13-jul-22",-74.17561,4.28381,3761,60,415,"Espeletia.killipii"
"480","1-sep-23",20,10,20,0,"13-jul-22",-74.18385,4.282,3804,18,415,"Espeletia.complejo.sinbracteas"
"485","1-sep-23",14,1,35,0,"14-jul-22",-74.20177,4.2227,3788,32,414,"Espeletia.complejo.grandiflora"
"486","1-sep-23",4,0,46,0,"14-jul-22",-74.2016,4.22717,3571,45,414,"Espeletia.complejo.sinbracteas"
"487","1-sep-23",3,1,46,0,"18-jul-22",-74.21073,4.30638,3741,91,410,"Espeletia.cabrerensis"
"492","1-sep-23",0,1,49,0,"18-jul-22",-74.20111,4.29898,3742,56,410,"Espeletia.complejo.sinbracteas"
"493","1-sep-23",0,13,37,0,"18-jul-22",-74.20453,4.29951,3693,81,410,"Espeletia.complejo.sinbracteas"
"496","1-sep-23",0,0,50,0,"19-jul-22",-74.21782,4.28606,3893,108,409,"Espeletia.killipii"
"498","1-sep-23",0,0,50,0,"19-jul-22",-74.21987,4.18359,3884,161,409,"Espeletia.killipii"
"499","1-sep-23",0,0,50,0,"19-jul-22",-74.21979,4.28331,3875,119,409,"Espeletia.killipii"
"500","1-sep-23",1,7,42,0,"19-jul-22",-74.21962,4.28108,3892,51,409,"Espeletia.complejo.sinbracteas"
"501","1-sep-23",5,21,24,0,"28-jun-22",-74.2478,4.20846,3755,25,430,"Espeletia.complejo.sinbracteas"
"502","1-sep-23",4,5,41,0,"28-jun-22",-74.24798,4.211,3705,71,430,"Espeletia.complejo.sinbracteas"
"503","1-sep-23",7,19,24,0,"29-jun-22",-74.24696,4.21262,3696,108,429,"Espeletia.killipii"
"504","1-sep-23",1,3,47,0,"29-jun-22",-74.24761,4.21233,3699,81,429,"Espeletia.complejo.sinbracteas"
"506","1-sep-23",25,2,23,0,"29-jun-22",-74.24703,4.21259,3703,81,429,"Espeletia.complejo.sinbracteas"
"508","1-sep-23",12,7,31,0,"29-jun-22",-74.24746,4.21129,3698,144,429,"Espeletia.killipii"
"510","1-sep-23",0,0,50,0,"11-jul-22",-74.18792,4.24266,3501,122,417,"Espeletia.complejo.sinbracteas"
"512","1-sep-23",2,0,48,0,"11-jul-22",-74.2268,4.18659,3617,84,417,"Espeletia.complejo.sinbracteas"
"513","1-sep-23",1,0,49,0,"11-jul-22",-74.22691,4.18681,3639,61,417,"Espeletia.complejo.sinbracteas"
"514","1-sep-23",18,0,32,0,"11-jul-22",-74.23061,4.18344,3619,89,417,"Espeletia.complejo.grandiflora"
"515","1-sep-23",0,4,46,0,"11-jul-22",-74.2308,4.18296,3628,17,417,"Espeletia.argentea"
"516","1-sep-23",0,0,50,0,"11-jul-22",-74.22829,4.18414,3609,20,417,"Espeletia.argentea"
"517","1-sep-23",0,1,49,0,"11-jul-22",-74.20962,4.18807,3506,53,417,"Espeletia.complejo.sinbracteas"
"519","1-sep-23",1,6,43,0,"12-jul-22",-74.16808,4.21621,3510,12,416,"Espeletia.argentea"
"520","1-sep-23",0,6,44,0,"12-jul-22",-74.17135,4.21898,3432,14,416,"Espeletia.argentea"
"521","1-sep-23",1,3,46,0,"12-jul-22",-74.17287,4.21937,3454,83,416,"Espeletia.complejo.sinbracteas"
"523","1-sep-23",1,1,48,0,"12-jul-22",-74.17425,4.21752,3467,113,416,"Espeletia.complejo.sinbracteas"
"526","1-sep-23",0,2,48,0,"13-jul-22",-74.18103,4.28238,3767,41,415,"Espeletia.complejo.sinbracteas"
"527","1-sep-23",15,24,61,0,"13-jul-22",-74.18022,4.28243,3771,55,415,"Espeletia.killipii"
"528","1-sep-23",17,0,33,0,"13-jul-22",-74.18137,4.28263,3777,54,415,"Espeletia.complejo.sinbracteas"
"529","1-sep-23",0,1,49,0,"13-jul-22",-74.18233,4.28272,3772,129,415,"Espeletia.killipii"
"533","1-sep-23",0,0,50,0,"13-jul-22",-74.18858,4.28045,3761,164,415,"Espeletia.killipii"
"534","1-sep-23",0,2,48,0,"13-jul-22",-74.18904,4.27997,3766,111,415,"Espeletia.killipii"
"536","1-sep-23",5,6,39,0,"26-jul-22",-74.2647,4.03828,4013,63,402,"Espeletia.summapacis"
"537","13-sep-23",4,1,86,0,"26-jul-22",-74.2656,4.03835,4022,62,414,"Espeletia.complejo.grandiflora"
"539","1-sep-23",1,6,43,0,"26-jul-22",-74.26961,4.03872,3932,127,402,"Espeletia.complejo.sinbracteas"
"540","1-sep-23",1,3,46,0,"27-jul-22",-74.26343,4.03403,4071,59,401,"Espeletia.summapacis"
"542","1-sep-23",6,5,39,0,"27-jul-22",-74.26186,4.03368,4118,103,401,"Espeletia.complejo.grandiflora"
"544","1-sep-23",0,2,48,0,"27-jul-22",-74.25636,4.0252,3999,170,401,"Espeletia.summapacis"
"545","1-sep-23",1,4,45,0,"27-jul-22",-74.26376,4.04665,3775,40,401,"Espeletia.complejo.sinbracteas"
"548","1-sep-23",5,6,39,0,"28-jul-22",-74.25153,4.05583,4026,101,400,"Espeletia.summapacis"
"550","1-sep-23",22,4,24,0,"28-jul-22",-74.24723,4.06138,3946,93,400,"Espeletia.complejo.grandiflora"
"602","1-sep-23",11,8,28,0,"26-jul-22",-74.25327,4.03762,4013,70,402,"Espeletia.complejo.grandiflora"
"603","1-sep-23",1,3,29,0,"26-jul-22",-74.25345,4.0366,3999,140,402,"Espeletia.summapacis"
"605","1-sep-23",7,4,39,0,"26-jul-22",-74.26442,4.04312,3826,61,402,"Espeletia.complejo.sinbracteas"
"606","1-sep-23",1,2,47,0,"26-jul-22",-74.2534,4.02595,3976,143,402,"Espeletia.summapacis"
"609","1-sep-23",4,3,5,0,"27-jul-22",-74.24864,4.01868,4029,171,401,"Espeletia.complejo.grandiflora"
"610","1-sep-23",0,6,44,0,"27-jul-22",-74.25475,4.01945,4016,122,401,"Espeletia.summapacis"
"613","1-sep-23",17,2,31,0,"28-jul-22",-74.26424,4.04797,3766,64,400,"Espeletia.cabrerensis"
"614","1-sep-23",0,2,48,0,"28-jul-22",-74.25869,4.06209,3930,111,400,"Espeletia.summapacis"
"702","1-sep-23",10,5,35,0,"8-jul-22",-74.27917,4.0683,3934,111,420,"Espeletia.miradorensis"
"801","1-sep-23",0,0,50,0,"19-jul-22",-74.2039,4.27551,3804,132,409,"Espeletia.killipii"
"803","1-sep-23",17,4,29,0,"19-jul-22",-74.19976,4.27948,3726,81,409,"Espeletia.complejo.sinbracteas"
"373","26-sep-23",0,6,44,0,"29-jun-22",-74.26325,4.19542,3788,96,454,"Espeletia.killipii"
"382","26-sep-23",4,3,34,0,"30-jun-22",-74.27007,4.17838,3690,123,453,"Espeletia.complejo.sinbracteas"
"385","26-sep-23",0,12,38,0,"5-jul-22",-74.26911,4.05721,4015,147,448,"Espeletia.summapacis"
"386","26-sep-23",0,2,48,0,"5-jul-22",-74.26824,4.05904,4073,166,448,"Espeletia.summapacis"
"389","26-sep-23",0,1,49,0,"5-jul-22",-74.26878,4.0603,4056,183,448,"Espeletia.summapacis"
"390","26-sep-23",0,2,48,0,"7-jul-22",-74.26643,4.06075,4072,39,446,"Espeletia.summapacis"
"427","26-sep-23",1,5,44,0,"29-jun-22",-74.25102,4.1948,3768,135,454,"Espeletia.complejo.grandiflora"
"431","26-sep-23",2,12,36,0,"30-jun-22",-74.28155,4.2067,3682,59,453,"Espeletia.complejo.sinbracteas"
"440","26-sep-23",4,0,10,0,"30-jun-22",-74.28984,4.21075,3600,52,453,"Espeletia.cabrerensis"
"459","26-sep-23",0,0,4,0,"11-jul-22",-74.23102,4.18388,3628,93,442,"Espeletia.complejo.grandiflora"
"473","26-sep-23",0,1,49,0,"13-jul-22",-74.18372,4.29495,3804,107,440,"Espeletia.killipii"
"475","26-sep-23",3,13,34,0,"13-jul-22",-74.17007,4.29349,3700,85,440,"Espeletia.killipii"
"476","26-sep-23",0,7,43,0,"13-jul-22",-74.16919,4.29337,3706,58,440,"Espeletia.killipii"
"481","26-sep-23",1,1,48,0,"14-jul-22",-74.19606,4.22479,3513,93,439,"Espeletia.complejo.sinbracteas"
"483","26-sep-23",0,2,48,0,"14-jul-22",-74.2016,4.22242,3787,63,439,"Espeletia.complejo.sinbracteas"
"494","26-sep-23",0,1,49,0,"18-jul-22",-74.20764,4.29144,3716,150,435,"Espeletia.killipii"
"495","26-sep-23",6,8,24,0,"19-jul-22",-74.21349,4.28824,3868,58,434,"Espeletia.killipii"
"505","26-sep-23",1,2,19,0,"29-jun-22",-74.24756,4.21233,3701,72,454,"Espeletia.complejo.sinbracteas"
"507","26-sep-23",3,0,47,0,"29-jun-22",-74.24664,4.2113,3698,170,454,"Espeletia.killipii"
"535","26-sep-23",1,4,45,0,"13-jul-22",-74.18915,4.27872,3679,89,440,"Espeletia.complejo.sinbracteas"
"541","26-sep-23",3,2,45,0,"27-jul-22",-74.26192,4.03385,4115,181,426,"Espeletia.summapacis"
"543","26-sep-23",5,8,34,0,"27-jul-22",-74.25946,4.02734,4109,81,426,"Espeletia.complejo.grandiflora"
"546","26-sep-23",0,3,47,0,"28-jul-22",-74.25492,4.05424,4100,92,425,"Espeletia.complejo.grandiflora"
"549","26-sep-23",0,3,47,0,"28-jul-22",-74.24818,4.05868,3966,163,425,"Espeletia.summapacis"
"551","26-sep-23",0,1,49,0,"28-jul-22",-74.24739,4.06109,3945,77,425,"Espeletia.summapacis"
"601","26-sep-23",0,1,49,0,"25-jul-22",-74.24272,4.21155,3681,123,428,"Espeletia.killipii"
"607","26-sep-23",23,1,23,0,"27-jul-22",-74.2499,4.02312,4032,125,426,"Espeletia.complejo.grandiflora"
"611","26-sep-23",5,28,0,0,"28-jul-22",-74.26194,4.04742,3738,45,425,"Espeletia.complejo.sinbracteas"
"612","26-sep-23",1,26,30,0,"28-jul-22",-74.26224,4.04797,3836,102,425,"Espeletia.cabrerensis"
"615","26-sep-23",2,1,47,0,"28-jul-22",-74.25866,4.06259,3929,118,425,"Espeletia.summapacis"
"616","26-sep-23",0,1,49,0,"28-jul-22",-74.25958,4.06348,3917,106,425,"Espeletia.complejo.grandiflora"
"617","26-sep-23",0,0,50,0,"28-jul-22",-74.25893,4.06404,3917,162,425,"Espeletia.summapacis"
"701","26-sep-23",6,9,35,0,"8-jul-22",-74.27711,4.06844,3925,177,445,"Espeletia.miradorensis"
"21","5-may-25",9,5,29,0,"18-ago-21",-74.2351,4.20244,3934,138,1356,"Espeletia.complejo.grandiflora"
"39","5-may-25",1,6,40,0,"7-sep-21",-74.42715,3.80795,3758,83,1336,"Espeletia.miradorensis"
"90","5-may-25",7,14,40,0,"17-feb-22",-74.29531,4.21177,3534,134,1173,"Espeletia.complejo.sinbracteas"
"120","5-may-25",0,2,48,0,"12-ago-21",-74.18703,4.28018,3774,28,1362,"Espeletia.complejo.sinbracteas"
"131","5-may-25",5,4,41,0,"19-ago-21",-74.22595,4.18601,3654,62,1355,"Espeletia.complejo.sinbracteas"
"265","5-may-25",0,2,45,0,"17-feb-22",-74.28687,4.21786,3578,171,1173,"Espeletia.complejo.sinbracteas"
"285","5-may-25",0,1,44,0,"3-mar-22",-74.21241,4.28807,3842,71,1159,"Espeletia.complejo.sinbracteas"
"287","5-may-25",0,1,49,0,"3-mar-22",-74.21779,4.28422,3857,88,1159,"Espeletia.killipii"
"347","5-may-25",3,0,46,0,"10-mar-22",-74.2106,4.30656,3716,84,1152,"Espeletia.complejo.sinbracteas"
"348","5-may-25",5,4,39,0,"10-mar-22",-74.21143,4.30672,3759,47,1152,"Espeletia.complejo.sinbracteas"
"372","5-may-25",0,0,50,0,"29-jun-22",-74.2598,4.20072,3880,118,1041,"Espeletia.killipii"
"387","5-may-25",0,1,36,0,"5-jul-22",-74.26759,4.05866,4074,128,1035,"Espeletia.complejo.grandiflora"
"400","5-may-25",2,3,45,0,"8-jul-22",-74.27643,4.06821,3930,69,1032,"Espeletia.miradorensis"
"443","5-may-25",0,3,42,0,"5-jul-22",-74.26754,4.05126,3777,139,1035,"Espeletia.cabrerensis"
"452","5-may-25",0,4,45,0,"6-jul-22",-74.25118,4.10973,3787,107,1034,"Espeletia.complejo.grandiflora"
"466","5-may-25",0,2,46,0,"12-jul-22",-74.1759,4.20917,3572,72,1028,"Espeletia.complejo.sinbracteas"
"518","5-may-25",0,0,50,0,"12-jul-22",-74.16628,4.20889,3601,77,1028,"Espeletia.complejo.sinbracteas"
"531","5-may-25",0,1,49,0,"13-jul-22",-74.18497,4.28134,3905,111,1027,"Espeletia.killipii"
"538","5-may-25",1,6,41,0,"26-jul-22",-74.26696,4.04024,4002,68,1014,"Espeletia.miradorensis"
"604","5-may-25",7,26,14,0,"26-jul-22",-74.25796,4.03649,3924,49,1014,"Espeletia.complejo.grandiflora"
"346B","5-may-25",3,10,36,0,"9-mar-22",-74.25938,4.07392,3853,138,1153,"Espeletia.cabrerensis"
"24","13-may-25",1,1,48,0,"19-ago-21",-74.23857,4.19488,3917,112,1363,"Espeletia.complejo.grandiflora"
"40","13-may-25",0,0,26,0,"7-sep-21",-74.42645,3.8071,3744,71,1344,"Espeletia.complejo.sinbracteas"
"105","13-may-25",0,0,50,0,"11-ago-21",-74.16602,4.21992,3505,105,1371,"Espeletia.complejo.sinbracteas"
"122","13-may-25",0,0,26,0,"18-ago-21",-74.23475,4.20432,3940,84,1364,"Espeletia.complejo.sinbracteas"
"162","13-may-25",16,3,33,0,"26-oct-21",-74.26786,4.05239,3817,120,1295,"Espeletia.complejo.sinbracteas"
"203","13-may-25",3,13,34,0,"11-ago-21",-74.26304,4.18379,3696,116,1371,"Espeletia.complejo.grandiflora"
"224","13-may-25",0,0,50,0,"31-ago-21",-74.2457,4.06093,3942,35,1351,"Espeletia.complejo.grandiflora"
"251","13-may-25",10,5,37,0,"9-sep-21",-74.33804,3.81077,4021,78,1342,"Espeletia.complejo.grandiflora"
"262","13-may-25",1,1,23,0,"15-feb-22",-74.25295,4.19793,3764,66,1183,"Espeletia.complejo.grandiflora"
"263","13-may-25",0,0,40,0,"17-feb-22",-74.26808,4.21751,3586,109,1181,"Espeletia.killipii"
"324","13-may-25",7,0,45,0,"1-sep-21",-74.25098,4.02379,4023,91,1350,"Espeletia.summapacis"
"369","13-may-25",7,8,29,0,"29-jun-22",-74.25123,4.20706,3808,152,1049,"Espeletia.complejo.sinbracteas"
"608","13-may-25",1,1,48,0,"27-jul-22",-74.24851,4.01869,4028,141,1021,"Espeletia.summapacis"
"6","2-jul-25",0,0,0,0,"11-ago-21",-74.18279,4.22808,3642,65,1421,"Espeletia.complejo.sinbracteas"
"16","2-jul-25",0,0,0,0,"13-ago-21",-74.1977,4.2823,3697,142,1419,"Espeletia.killipii"
"80","2-jul-25",0,0,0,0,"15-feb-22",-74.26265,4.19534,3780,95,1233,"Espeletia.complejo.grandiflora"
"83","2-jul-25",0,0,0,0,"16-feb-22",-74.27692,4.18941,3828,56,1232,"Espeletia.complejo.sinbracteas"
"85","2-jul-25",0,0,0,0,"16-feb-22",-74.26923,4.19087,3796,76,1232,"Espeletia.complejo.grandiflora"
"86","2-jul-25",0,0,0,0,"16-feb-22",-74.26366,4.18361,3684,88,1232,"Espeletia.complejo.grandiflora"
"89","2-jul-25",0,0,0,0,"16-feb-22",-74.27789,4.183,3674,99,1232,"Espeletia.complejo.sinbracteas"
"310","2-jul-25",0,0,0,0,"12-ago-21",-74.28844,4.21247,3583,84,1420,"Espeletia.complejo.sinbracteas"
"360","2-jul-25",0,0,0,0,"15-mar-22",-74.42384,3.80347,3631,155,1205,"Espeletia.complejo.sinbracteas"
"455","2-jul-25",0,0,0,0,"6-jul-22",-74.23743,4.1316,3811,116,1092,"Espeletia.complejo.grandiflora"
"87","24-jul-25",0,12,18,0,"16-feb-22",-74.26514,4.18286,3683,99,1254,"Espeletia.complejo.grandiflora"
"286","24-jul-25",0,30,10,0,"3-mar-22",-74.21622,4.2863,3901,44,1239,"Espeletia.complejo.sinbracteas"
"267","24-jul-25",0,15,0,0,"22-feb-22",-74.26539,4.05154,3830,108,1248,"Espeletia.complejo.sinbracteas"
